457	-552486.0	S
458	-552500.0	S
459	-552458.0	S
460	-552502.0	S
461	-552542.0	S
462	-552352.0	S
463	-552496.0	S
464	-552424.0	S
465	-552506.0	S
466	-552480.0	S
467	-552564.0	S
468	-552440.0	S
469	-552374.0	S
470	-552492.0	S
471	-552516.0	S
472	-552518.0	S
473	-552452.0	S
474	-552456.0	S
475	-552524.0	S
476	-552600.0	S
477	-552498.0	S
478	-552456.0	S
479	-552414.0	S
480	-552344.0	S
481	-552482.0	S
482	-552398.0	S
483	-552452.0	S
484	-552428.0	S
485	-552226.0	S
486	-552360.0	S
487	-552422.0	S
488	-552440.0	S
489	-552558.0	S
490	-552420.0	S
491	-552452.0	S
492	-552498.0	S
493	-552462.0	S
494	-552404.0	S
495	-552496.0	S
496	-552412.0	S
497	-552452.0	S
498	-552482.0	S
499	-552396.0	S
500	-552498.0	S
501	-552404.0	S
502	-552466.0	S
503	-552446.0	S
504	-552520.0	S
505	-552540.0	S
506	-552452.0	S
507	-552408.0	S
508	-552422.0	S
509	-552464.0	S
510	-552476.0	S
511	-552326.0	S
512	-552458.0	S
513	-552332.0	S
514	-552466.0	S
515	-552346.0	S
516	-552442.0	S
517	-552464.0	S
518	-552498.0	S
519	-552518.0	S
520	-552532.0	S
521	-552530.0	S
522	-552450.0	S
523	-552524.0	S
524	-552452.0	S
525	-552548.0	S
526	-552490.0	S
527	-552436.0	S
528	-552324.0	S
529	-552358.0	S
530	-552378.0	S
531	-552374.0	S
532	-552398.0	S
533	-552446.0	S
534	-552572.0	S
535	-552448.0	S
536	-552458.0	S
537	-552276.0	S
538	-552540.0	S
539	-552460.0	S
540	-552462.0	S
541	-552504.0	S
542	-552408.0	S
543	-552592.0	S
544	-552464.0	S
545	-552480.0	S
546	-552380.0	S
547	-552452.0	S
548	-552528.0	S
549	-552380.0	S
550	-552378.0	S
551	-552496.0	S
552	-552520.0	S
553	-552578.0	S
554	-552434.0	S
555	-552376.0	S
556	-552468.0	S
557	-552336.0	S
558	-552390.0	S
559	-552462.0	S
560	-552458.0	S
561	-552358.0	S
562	-552452.0	S
563	-552330.0	S
564	-552518.0	S
565	-552352.0	S
566	-552568.0	S
567	-552438.0	S
568	-552376.0	S
569	-552322.0	S
570	-552384.0	S
571	-552402.0	S
572	-552494.0	S
573	-552542.0	S
574	-552416.0	S
575	-552466.0	S
576	-552316.0	S
577	-552470.0	S
578	-552366.0	S
579	-552550.0	S
580	-552404.0	S
581	-552470.0	S
582	-552438.0	S
583	-552400.0	S
584	-552490.0	S
585	-552336.0	S
586	-552356.0	S
587	-552444.0	S
588	-552410.0	S
589	-552490.0	S
590	-552544.0	S
591	-552482.0	S
592	-552468.0	S
593	-552460.0	S
594	-552476.0	S
595	-552520.0	S
596	-552474.0	S
597	-552498.0	S
598	-552470.0	S
599	-552388.0	S
600	-552496.0	S
601	-552530.0	S
602	-552536.0	S
603	-552588.0	S
604	-552534.0	S
605	-552554.0	S
606	-552400.0	S
607	-552470.0	S
608	-552382.0	S
609	-552428.0	S
610	-552394.0	S
611	-552506.0	S
612	-552530.0	S
613	-552456.0	S
614	-552538.0	S
615	-552410.0	S
616	-552406.0	S
617	-552496.0	S
618	-552402.0	S
619	-552398.0	S
620	-552484.0	S
621	-552576.0	S
622	-552494.0	S
623	-552432.0	S
624	-552366.0	S
625	-552448.0	S
626	-552518.0	S
627	-552422.0	S
628	-552414.0	S
629	-552406.0	S
630	-552468.0	S
631	-552416.0	S
632	-552326.0	S
633	-552528.0	S
634	-552434.0	S
635	-552456.0	S
636	-552388.0	S
637	-552414.0	S
638	-552436.0	S
639	-552428.0	S
640	-552464.0	S
641	-552412.0	S
642	-552476.0	S
643	-552438.0	S
644	-552446.0	S
645	-552448.0	S
646	-552522.0	S
647	-552582.0	S
648	-552528.0	S
649	-552662.0	S
650	-552534.0	S
651	-552530.0	S
652	-552424.0	S
653	-552422.0	S
654	-552576.0	S
655	-552512.0	S
656	-552430.0	S
657	-552480.0	S
658	-552368.0	S
659	-552376.0	S
660	-552502.0	S
661	-552526.0	S
662	-552518.0	S
663	-552496.0	S
664	-552506.0	S
665	-552476.0	S
666	-552620.0	S
667	-552408.0	S
668	-552362.0	S
669	-552408.0	S
670	-552328.0	S
671	-552394.0	S
672	-552446.0	S
673	-552528.0	S
674	-552534.0	S
675	-552528.0	S
676	-552336.0	S
677	-552480.0	S
678	-552430.0	S
679	-552442.0	S
680	-552474.0	S
681	-552622.0	S
682	-552420.0	S
683	-552614.0	S
684	-552488.0	S
685	-552378.0	S
686	-552518.0	S
687	-552418.0	S
688	-552530.0	S
689	-552504.0	S
690	-552430.0	S
691	-552384.0	S
692	-552402.0	S
693	-552382.0	S
694	-552358.0	S
695	-552546.0	S
696	-552470.0	S
697	-552414.0	S
698	-552436.0	S
699	-552556.0	S
700	-552486.0	S
701	-552424.0	S
702	-552494.0	S
703	-552362.0	S
704	-552364.0	S
705	-552300.0	S
706	-552418.0	S
707	-552368.0	S
708	-552472.0	S
709	-552342.0	S
710	-552460.0	S
711	-552390.0	S
712	-552350.0	S
713	-552466.0	S
714	-552472.0	S
